# ----------------------------------------
# SF OpenData - All Web Data
# Search Terms
# 20140901-20160622
# ----------------------------------------

Search Term,Exit Page,Total Unique Searches,Results Pageviews / Search,% Search Exits,% Search Refinements,Time after Search,Average Search Depth
1008785,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,0.00%,00:00:27,5.00
1008809,/browse/embed?category=&limit=20&limitTo=&q=ban&view_type=rich,2,1.50,0.00%,66.67%,00:01:04,8.00
1009-,/,2,1.50,0.00%,66.67%,00:00:04,1.50
101,/browse/embed?Department-Metrics_Publishing-Department=&category=Geographic+Locations+and+Boundaries&limit=20&limitTo=&q=tract&view_type=rich,2,8.00,0.00%,18.75%,00:04:20,21.00
101 Post,/Energy-and-Environment/Existing-Commercial-Buildings-Energy-Performance-O/j2j3-acqj,2,3.00,0.00%,0.00%,00:02:29,8.00
101 utah street,/City-Management-and-Ethics/List-of-Historical-Ballot-Measures/xzie-ixjw,2,1.00,0.00%,100.00%,00:00:19,1.50
"1010 fitzgerald ave, san francisco, ca",/,2,3.00,0.00%,0.00%,00:21:49,9.50
"1010 fitzgerald ave, san francisco, ca",/City-Management-and-Ethics/All-cases-map-view/ky99-f5iy,2,1.50,0.00%,0.00%,00:00:29,5.00
1010388,/,2,1.00,0.00%,0.00%,00:02:56,11.00
1012986,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,0.00%,00:07:27,9.00
1013117,/,2,5.00,0.00%,0.00%,00:00:48,19.50
1013343,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,13.00,0.00%,0.00%,00:03:57,49.50
1013914,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:20,2.50
1015 geary,/Energy-and-Environment/Existing-Commercial-Buildings-Energy-Performance-O/j2j3-acqj/alt,2,1.50,0.00%,66.67%,00:00:52,5.50
1016406,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:11,2.50
1017361-01-151,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1017361-01-151&view_type=rich,2,1.00,0.00%,0.00%,00:00:02,1.50
1017984,/browse/embed?category=&limit=20&limitTo=datasets&q=Angeles+construction&view_type=rich,2,1.00,0.00%,100.00%,00:00:36,2.50
1020749,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:18,2.50
1021981,/browse/embed?category=&limit=20&limitTo=&q=1021981&view_type=rich,2,2.50,0.00%,0.00%,00:10:26,13.50
1023138,/browse/embed?category=&limit=20&limitTo=&q=1023138&view_type=rich,2,1.00,0.00%,0.00%,00:00:01,1.50
1024303,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:11,2.50
1025 Post,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.00,0.00%,0.00%,00:01:46,2.50
1028921,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,0.00%,00:00:47,5.00
1038 jackson,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,8.00,0.00%,0.00%,00:07:14,22.50
1040 howard st,/browse/embed?category=&limit=20&limitTo=&q=1040+howard+st&view_type=rich,2,1.50,0.00%,0.00%,00:00:04,3.00
1041 alabama,/Housing-and-Buildings/Planning-Department-Records-Including-Projects-Ent/ip6z-2cph?category=Housing-and-Buildings&view_name=Planning-Department-Records-Including-Projects-Ent,2,1.50,0.00%,66.67%,00:00:34,3.00
1050 Sansome St,/,2,1.00,0.00%,0.00%,00:00:11,4.00
"1051 grant ave, sf",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,3.00,0.00%,0.00%,00:00:40,35.50
106 grand view,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:36,5.50
106 Powell Street,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=owner&view_type=rich,2,2.50,0.00%,40.00%,00:01:53,10.50
1070 capitol,/browse?q=1070+capitol,2,1.00,100.00%,0.00%,00:00:00,0.00
108 ellsworth,/,2,1.50,0.00%,0.00%,00:00:05,5.50
1080 Eddy,/browse/embed?category=&limit=20&limitTo=&q=1080+Eddy&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
1099,/browse/embed?category=&limit=20&limitTo=&q=1099&utf8=✓&view_type=rich&page=4,2,1.50,0.00%,0.00%,00:02:08,21.00
10b,/browse/embed?category=Public+Safety&limit=20&limitTo=&q=10b&view_type=rich,2,1.00,0.00%,0.00%,00:00:04,1.50
111 Ellis Street,/browse/embed?Department-Metrics_Publishing-Department=Planning&category=&limit=20&limitTo=&q=&view_type=rich,2,1.00,0.00%,0.00%,00:05:58,36.00
111 minna,/browse/embed?category=&limit=20&limitTo=&q=111+minna&view_type=rich,2,1.50,0.00%,0.00%,00:00:50,3.00
112 7th street,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,0.00%,00:00:16,8.00
1125 17th avenue,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=1225+17th+avenue&view_type=rich,2,1.00,0.00%,100.00%,00:00:05,1.50
1131 Mission St,/,2,1.50,0.00%,0.00%,00:00:08,4.00
114 Henry street,/browse/embed?category=&limit=20&limitTo=&q=114+Henry+street&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
1144 ALABAMA,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7?category=Housing-and-Buildings&view_name=San-Francisco-Property-Information-Map,2,1.50,0.00%,0.00%,00:00:55,21.00
1155 folsom at,/browse/embed?category=&limit=20&limitTo=&q=1155+folsom+st&view_type=rich,2,1.00,0.00%,100.00%,00:01:32,7.00
1155 folsom st,/browse/embed?category=&limit=20&limitTo=&q=1155+folsom+st&view_type=rich,2,1.00,0.00%,0.00%,00:00:03,1.50
1158 noe street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1158+noe+street&view_type=rich,2,1.00,0.00%,0.00%,00:00:03,1.50
1163 Geneva,/widgets/vt9c-aeiw,2,1.00,0.00%,0.00%,00:00:32,2.50
1175 Clayton,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.50,0.00%,0.00%,00:00:19,5.00
1188 Harrison Street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1188+Harrison+Street&view_type=rich,2,1.00,0.00%,0.00%,00:00:07,1.50
1188 Harrrison Street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1188+Harrison+Street&view_type=rich,2,1.00,0.00%,100.00%,00:00:11,1.00
119 taraval,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,3.00,0.00%,0.00%,00:00:52,9.50
1207 cole,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:15,2.50
120841196,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.50,0.00%,0.00%,00:00:11,17.50
122,/Transportation/SFMTA-Transit-Stop-and-Schedule-Data-GTFS-format-/2qyp-77cq,2,1.00,0.00%,0.00%,00:02:26,3.00
122 farallones st,/,2,1.50,0.00%,0.00%,00:03:18,5.00
1225 17th avenue,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=1225+17th+avenue&view_type=rich,2,1.00,0.00%,0.00%,00:00:04,1.50
1227 guerrero,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:12,2.50
123 Retiro way,/widgets/i8ew-h6z7,2,1.00,0.00%,0.00%,00:00:07,2.50
1230 markert st,/browse/embed?category=&limit=20&limitTo=&q=1230+market+st+&view_type=rich,2,3.00,0.00%,50.00%,00:01:33,32.00
1230 market st,/browse/embed?category=&limit=20&limitTo=&q=1230+market+st+&view_type=rich,2,3.00,0.00%,33.33%,00:00:52,25.00
"1231 20th ave, san francisco",/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.50,0.00%,0.00%,00:00:36,11.00
1231 MArket St,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.50,0.00%,0.00%,00:00:10,5.00
1235 bay,/browse/embed?Department-Metrics_Publishing-Department=Police+Department&category=&limit=20&limitTo=&q=&view_type=rich,2,1.50,0.00%,0.00%,00:01:27,13.00
124 Molimo,/widgets/tmnf-yvry,2,1.50,0.00%,66.67%,00:02:12,11.00
124 Molimo dr,/widgets/tmnf-yvry,2,1.00,0.00%,0.00%,00:00:15,2.50
1242 Lombard,/widgets/kvej-w5kb,2,1.00,0.00%,0.00%,00:00:51,2.50
1244 larkin,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:11,2.50
126,/browse?tags=form+700,2,1.00,0.00%,0.00%,00:16:54,6.50
127 san jose ave,/,2,1.00,0.00%,0.00%,00:00:44,5.50
12B,/,2,1.50,0.00%,0.00%,00:01:05,6.50
13 Melrose ave,/browse/embed?category=&limit=20&limitTo=&q=13+Melrose+ave&view_type=rich,2,1.00,0.00%,0.00%,00:08:02,1.50
13 Melrose ave,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=13+Melrose+ave&view_type=rich,2,1.00,0.00%,0.00%,00:00:05,1.50
13 Melrose ave,/data?search=13+Melrose+ave,2,1.00,100.00%,0.00%,00:00:00,0.00
130058911,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.50,0.00%,0.00%,00:23:47,18.50
131 Franklin street,/Public-Safety/Fire-Incidents-Current-Year-2016-/ri9p-p4mm,2,1.00,0.00%,0.00%,00:00:23,2.50
132A Lexington,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,66.67%,00:05:23,3.00
134814,/City-Infrastructure/DPW-Utility-Excavation-and-Paving-Map/6kfu-yacb,2,1.50,0.00%,66.67%,00:00:26,17.50
"1358 28th avenue, san francisco, ca",/City-Infrastructure/90-Day-Cases-by-Neighborhood/8y9x-fz79,2,1.00,0.00%,0.00%,00:00:24,2.50
136 arlington street,/browse/embed?category=&limit=20&limitTo=&q=136+arlington+street&view_type=rich,2,1.00,0.00%,0.00%,00:00:05,1.50
1365 Noriega Street,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:58,5.00
1374554,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-497-Late-Contribution-R/xdap-cuq4,2,1.50,0.00%,0.00%,00:01:04,6.50
1385 carroll ave,/browse/embed?category=&limit=20&limitTo=&q=1385+carroll+ave&utf8=✓&view_type=rich&page=2,2,1.50,0.00%,0.00%,00:00:31,5.00
13898090,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=13898090&view_type=rich,2,1.00,0.00%,0.00%,00:00:02,1.50
139 baden,/browse?q=139+baden,2,1.00,100.00%,0.00%,00:00:00,0.00
13SMF-0389,/City-Infrastructure/Surface-Mounted-Facility-Permits/xu5w-5kgd,2,1.50,0.00%,0.00%,00:00:28,6.50
140273353,/browse/embed?category=&limit=20&limitTo=&q=140273353&view_type=rich,2,3.00,0.00%,0.00%,00:01:59,8.00
14080248,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=14080248&view_type=rich,2,1.50,0.00%,66.67%,00:00:06,3.00
140820227,/Public-Safety/SFPD-Incidents-Previous-Year-2014-/v2gf-jivt,2,1.50,0.00%,0.00%,00:10:04,17.50
141 eddy street,/browse/embed?Department-Metrics_Publishing-Department=&category=Housing+and+Buildings&limit=20&limitTo=&q=141+eddy+street&view_type=rich,2,1.50,0.00%,0.00%,00:00:25,3.00
1415 scott street,/browse/embed?category=City+Management+and+Ethics&limit=20&limitTo=&q=1415+scott+street&view_type=rich,2,11.00,0.00%,0.00%,00:01:25,114.00
1416 polk street,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.50,0.00%,0.00%,00:00:40,13.00
14186571,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=14186571&view_type=rich,2,1.00,0.00%,0.00%,00:00:01,1.50
"1420 5th Ave., san francisco, ca",/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7?category=Housing-and-Buildings&view_name=San-Francisco-Property-Information-Map,2,2.50,0.00%,0.00%,00:17:50,21.00
14212896,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=14212896&view_type=rich,2,1.00,0.00%,0.00%,00:00:01,1.50
14243059,/,2,1.50,0.00%,66.67%,00:00:11,3.00
1427 11th Ave,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.00,0.00%,0.00%,00:00:25,3.00
1428 jackson st,/browse/embed?category=&limit=20&limitTo=&q=1428+jackson+st&utf8=✓&view_type=rich&page=2,2,1.00,0.00%,0.00%,00:01:36,2.50
143082730,/browse/embed?Department-Metrics_Publishing-Department=&category=Public+Safety&limit=20&limitTo=&q=143082730&view_type=rich,2,1.50,0.00%,0.00%,00:00:01,3.00
14315714,/,2,1.50,0.00%,66.67%,00:00:17,4.00
1439 16th ave,/browse/embed?category=&limit=20&limitTo=&q=1439+16th+ave&view_type=rich,2,1.50,0.00%,0.00%,00:00:04,3.00
1443 46th ave,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1443+46th+ave+&view_type=rich,2,1.00,0.00%,0.00%,00:00:07,1.50
1444 market st,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.50,0.00%,0.00%,00:00:10,5.00
1445,/widgets/g8m3-pdis,2,2.50,0.00%,40.00%,00:02:21,5.00
1445 lombard,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,0.00%,00:05:48,5.50
1445 Lombard,/widgets/g8m3-pdis,2,1.50,0.00%,66.67%,00:00:49,4.00
1450 green st,/about,2,1.50,0.00%,0.00%,00:00:40,11.00
1453 mission street,/Public-Safety/SFPD-Reported-Incidents-2003-to-Present/dyj4-n68b,2,5.00,0.00%,20.00%,00:11:12,40.00
1455 Custer Street,/Energy-and-Environment/Existing-Commercial-Buildings-Energy-Performance-O/j2j3-acqj,2,1.50,0.00%,0.00%,00:00:46,5.00
146 galewood circle,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=maps&q=&view_type=rich,2,1.50,0.00%,66.67%,00:01:24,22.50
1480 larkin,/City-Infrastructure/2015-Project-Appendix/xpdk-pzjd,2,4.00,0.00%,25.00%,00:02:51,14.50
1480 larkin st,/City-Infrastructure/2015-Project-Appendix/xpdk-pzjd,2,2.50,0.00%,40.00%,00:02:44,9.00
1485 bayshore,/Energy-and-Environment/Existing-Commercial-Buildings-Energy-Performance-O/j2j3-acqj,2,1.50,0.00%,66.67%,00:01:15,4.00
1485 Haight,/City-Infrastructure/Street-Use-Permits/b6tj-gt35,2,1.00,0.00%,0.00%,00:00:23,2.50
149 Fell,/browse/embed?category=&limit=20&limitTo=&q=dbi&view_type=rich,2,1.50,0.00%,66.67%,00:00:30,5.00
149 julian,/City-Infrastructure/All-cases-map-view/ky99-f5iy,2,2.50,0.00%,0.00%,00:01:36,7.00
15 arguello,/browse/embed?category=&limit=20&limitTo=&q=15+arguello&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
150-235-995,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.50,0.00%,0.00%,00:05:28,13.00
150-761-451,/showcase,2,1.50,0.00%,0.00%,00:00:25,5.00
150241102,/,2,1.50,0.00%,0.00%,00:00:53,8.00
150327887,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,3.00,0.00%,0.00%,00:00:24,9.50
150765130,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,3.00,0.00%,0.00%,00:00:34,8.00
150824861,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry/12614204,2,1.00,0.00%,0.00%,00:33:29,5.50
150847324,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=150847324&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
150857674,/,2,1.50,0.00%,66.67%,00:00:40,5.00
151104052,/browse/embed?category=&limit=20&limitTo=&q=151104052&view_type=rich,2,1.50,0.00%,0.00%,00:00:15,5.50
1515 s. van ness,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.50,0.00%,66.67%,00:10:24,5.00
152102124,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.50,0.00%,0.00%,00:14:31,112.50
152233830,/,2,1.50,0.00%,0.00%,00:00:03,5.00
152280530,/Public-Safety/SFPD-Incidents-from-1-January-2003/tmnf-yvry,2,1.50,0.00%,0.00%,00:00:16,9.50
152500694,/,2,1.50,0.00%,0.00%,00:03:30,13.00
152583535,/,2,1.50,0.00%,0.00%,00:00:04,5.00
153 arkansas,/Geographic-Locations-and-Boundaries/Street-Names/6d9h-4u5v,2,1.50,0.00%,0.00%,00:00:34,6.50
153 college ave,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=153+college+ave&view_type=rich,2,1.00,0.00%,0.00%,00:00:04,1.50
153280173,/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,2,1.00,0.00%,0.00%,00:01:27,5.50
15421808,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=&view_type=rich,2,1.00,0.00%,0.00%,00:00:21,5.00
155 arbor st,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=155+arbor+st&view_type=rich,2,1.00,0.00%,0.00%,00:00:11,8.00
1551 Pacheco,/City-Management-and-Ethics/Secured-Property-Assessment-Roll-FY13-Q4/e6sm-rank,2,1.50,0.00%,0.00%,00:03:23,9.50
15564537,/browse?limitTo=blob&q=092463779&utf8=✓,2,1.00,0.00%,100.00%,00:10:00,1.00
15599895,/browse/embed?category=&limit=20&limitTo=&q=15599895&view_type=rich,2,1.00,0.00%,0.00%,00:00:02,1.50
15599895,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=15599895&view_type=rich,2,2.50,0.00%,0.00%,00:01:18,5.50
1560 8th ave,/,2,5.00,0.00%,0.00%,00:01:30,14.50
1578 Newhall St. San Francisco,/,2,1.50,0.00%,0.00%,00:00:15,5.00
158 maynarad st,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.00,0.00%,100.00%,00:00:09,2.50
158 maynard,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,2.50,0.00%,40.00%,00:09:35,9.50
158450356,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,2,1.50,0.00%,66.67%,00:02:46,3.00
158450356 \,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-460-Schedule-A-Monetary/q66q-d2tr,2,1.00,0.00%,100.00%,00:00:05,2.50
15EXC-3156,/browse/embed?category=&limit=20&limitTo=&q=Utility+Excavation+Permits&view_type=rich,2,1.50,0.00%,66.67%,00:08:47,3.00
15exc4667,/browse/embed?category=City+Infrastructure&limit=20&limitTo=&q=Bryant+Street+sewer+repairs&view_type=rich,2,1.00,0.00%,100.00%,00:00:03,1.50
15exc4667,/City-Infrastructure/Street-Space-Permits-aka-DPT-Tow-Verification-List/yvhc-cndm,2,1.00,0.00%,100.00%,00:00:09,1.50
15exc4954,/City-Infrastructure/Utility-Excavation-Permits/smdf-6c45,2,1.50,0.00%,66.67%,00:02:08,5.00
15SF036,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=9937550&view_type=rich,2,1.50,0.00%,66.67%,00:00:08,3.00
160 Swiss Avenue,/,2,1.50,0.00%,0.00%,00:06:51,8.00
1600 California street,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1600+California+street&view_type=rich,2,1.50,0.00%,0.00%,00:00:02,3.00
1600 Fell street,/Housing-and-Buildings/DEVELOPMENT-PIPELINE-AND-TIME/htqq-jgg7,2,3.00,0.00%,0.00%,00:00:46,8.00
160080008,/widgets/9v2m-8wqu,2,1.50,0.00%,0.00%,00:03:59,9.00
160423641,/browse?category=Public+Safety&sortBy=relevance&utf8=✓&q=160423641,2,1.00,100.00%,0.00%,00:00:00,0.00
1611fulton,/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,2,1.50,0.00%,66.67%,00:00:07,3.00
1612 fulton,/Public-Safety/SFPD-Incidents-Current-Year-2015-/ritf-b9ki,2,1.50,0.00%,66.67%,00:00:05,3.00
161570631,/browse?category=Public+Safety,2,1.00,0.00%,0.00%,00:00:06,1.00
162,/City-Management-and-Ethics/Campaign-Finance-FPPC-Form-496-Late-Independent-Ex/4fd4-wqps,2,1.00,0.00%,100.00%,00:00:21,1.50
163 Liberty Street,/browse/embed?category=Housing+and+Buildings&limit=20&limitTo=&q=163+Liberty+Street&view_type=rich&sortBy=oldest&utf8=✓,2,1.50,0.00%,0.00%,00:00:29,4.00
163 Ney St,/Geographic-Locations-and-Boundaries/Zoning-Districts/mici-sct2,2,1.00,0.00%,100.00%,00:00:20,3.00
163 russ st.,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=163+russ+st.&view_type=rich,2,1.00,0.00%,0.00%,00:00:03,1.50
1630 30th Avenue,/,2,1.00,0.00%,0.00%,00:00:16,2.50
1660 Stockton at,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.50,0.00%,66.67%,00:00:14,3.00
1660 Stockton street,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.50,0.00%,66.67%,00:00:30,5.00
1683 7th avenue,/City-Infrastructure/Residential-Building-Requests-FY-2013/kp8r-mkyz,2,1.00,0.00%,100.00%,00:00:08,1.50
1693 7th avenue,/City-Infrastructure/Residential-Building-Requests-FY-2013/kp8r-mkyz,2,1.00,0.00%,0.00%,00:00:16,2.50
1698,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.00,0.00%,100.00%,00:00:08,1.50
1698 10,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.00,0.00%,100.00%,00:00:08,1.50
1698 10th,/City-Infrastructure/Case-Data-from-San-Francisco-311-SF311-/vw6y-z8j6,2,1.00,0.00%,0.00%,00:06:57,2.50
16exc-1632,/City-Infrastructure/Utility-Excavation-Permits/smdf-6c45,2,1.00,0.00%,0.00%,00:00:10,2.50
16EXC-1871,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=16EXC-1871&view_type=rich,2,1.00,0.00%,0.00%,00:00:03,1.50
16exc-3031,/,2,3.00,0.00%,33.33%,00:01:10,8.00
"17 San Andreas Way, San francisco, CA","/browse/embed?category=&limit=20&limitTo=&q=17+San+Andreas+Way,+San+francisco,+CA&view_type=rich",2,1.00,0.00%,0.00%,00:00:03,1.50
17 Silverview Drive,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.00,0.00%,100.00%,00:00:20,2.50
1700 Newhall street,/browse/embed?category=&limit=20&limitTo=&q=&view_type=rich,2,1.00,0.00%,100.00%,00:00:20,1.50
1709 Broderick Street,/,2,1.00,0.00%,0.00%,00:06:06,1.00
1740 Cesar Chavez,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1740+Cesar+Chavez&view_type=rich,2,3.00,0.00%,0.00%,00:00:24,8.00
1740 Cesar Chavez,/Geographic-Locations-and-Boundaries/Landmarks-and-Landmark-Districts-as-listed-in-Arti/ygmy-xg8h,2,1.00,0.00%,0.00%,00:08:15,6.50
"1746 Church Street, San Francisco 94131","/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=1746+Church+Street,+San+Francisco+94131&view_type=rich",2,1.50,0.00%,0.00%,00:00:18,3.00
175 Ney Street,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,1.00,0.00%,0.00%,00:00:14,2.50
1755 clay st.,/Housing-and-Buildings/Department-of-Building-Inspection-Monthly-Permit-R/nbyd-udsc,2,1.50,0.00%,0.00%,00:00:56,5.00
177 Stillman,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,100.00%,00:12:22,3.00
177 Stillman St,/Economy-and-Community/Registered-Business-Map/vt9c-aeiw,2,1.50,0.00%,0.00%,00:09:39,17.50
177 stillman st. sf,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,66.67%,00:00:36,3.00
"177 stillman st., san francisco, ca",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,3.00,0.00%,0.00%,00:00:26,8.00
177 Stillman Street,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,66.67%,00:00:14,3.00
177 Stillman Street report,/browse/embed?category=&limit=20&limitTo=&q=177+Stillman+Street+report&view_type=rich,2,1.50,0.00%,0.00%,00:00:03,3.00
177 Stillman Street report,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,66.67%,00:00:10,3.00
"177 Stillman Street, San Francisco, Ca",/browse/embed?category=&limit=20&limitTo=&q=177+Stillman+Street+report&view_type=rich,2,1.50,0.00%,66.67%,00:00:10,3.00
"177 Stillman Street, San Francisco, Ca",/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.50,0.00%,0.00%,00:00:04,5.00
"177 Stillman Street, San Francisco, CA",/about,2,1.50,0.00%,0.00%,00:10:20,9.50
1798 grove street,/dataset/Sample-Health-File/7in9-saww,2,1.50,0.00%,0.00%,00:00:52,11.00
1798 grove street,/Housing-and-Buildings/San-Francisco-Property-Information-Map/i8ew-h6z7,2,6.50,0.00%,0.00%,00:00:48,19.50
18 latona st,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.00,0.00%,100.00%,00:00:09,1.50
1801 Hayes,/showcase,2,1.50,0.00%,66.67%,00:02:05,45.00
1801 silliman st,/browse/embed?category=&limit=20&limitTo=&q=1801+silliman+st&utf8=✓&view_type=rich&page=3,2,1.00,0.00%,0.00%,00:01:30,6.50
1805 S. Van Ness,/browse/embed?Department-Metrics_Publishing-Department=&category=&limit=20&limitTo=&q=Prado&view_type=rich,2,3.00,0.00%,33.33%,00:02:32,8.00
1817 jackson,/Economy-and-Community/Registered-Business-Locations-San-Francisco/g8m3-pdis,2,1.00,0.00%,0.00%,00:00:07,2.50
1819,/browse/embed?category=&limit=20&limitTo=&q=1819&view_type=rich,2,1.00,0.00%,0.00%,00:00:04,1.50
1834 grant,/browse?Department-Metrics_Publishing-Department=Treasurer-Tax+Collector&category=Permitting&utf8=✓,2,1.50,0.00%,0.00%,00:04:48,61.00
1849,/Public-Safety/Map-Crime-Incidents-from-1-Jan-2003/gxxq-x39z,2,1.00,0.00%,100.00%,00:00:05,0.00
